Score_Category,Sentiment,Local_Category,Topic_Category,Domain,Global_Classification,Global_Democrat_Count,Global_Republican_Count,Global_Total_Count,Combination_Classification,Combination_Democrat_Count,Combination_Republican_Count,Combination_Total_Count,Score
high,Negative,local,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,9,0,9,100
high,Negative,local,Non Politics,www.wtkr.com,Democrat,73,5,78,Democrat,2,0,2,100
high,Negative,local,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,5,0,5,100
high,Negative,non_local,Politics,www.wtkr.com,Democrat,73,5,78,Democrat,2,0,2,100
high,Negative,non_local,Mixed,www.wtkr.com,Democrat,73,5,78,Democrat,5,0,5,100
high,Positive,all,Politics,www.wtap.com,Republican,0,8,8,Republican,0,2,2,95
high,Positive,all,Mixed,www.wtap.com,Republican,0,8,8,Republican,0,4,4,95
high,Positive,all,Non Politics,www.wtap.com,Republican,0,8,8,Republican,0,2,2,95
high,Positive,local,Mixed,www.wtap.com,Republican,0,8,8,Republican,0,3,3,95
high,Positive,local,Politics,www.wtap.com,Republican,0,8,8,Republican,0,2,2,95
high,Positive,local,Non Politics,www.wtap.com,Republican,0,8,8,Republican,0,2,2,95
high,Positive,non_local,Mixed,www.wtap.com,Republican,0,8,8,Republican,0,1,1,95
low,Positive,all,Non Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,2,2,75
low,Positive,all,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,2,7,9,75
low,Positive,local,Non Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,2,2,75
low,Positive,local,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,2,6,8,75
low,Positive,non_local,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,0,1,1,75
low,Negative,all,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,0,5,5,75
low,Negative,all,Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,1,1,75
low,Negative,all,Non Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,1,1,75
low,Negative,local,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,0,3,3,75
low,Negative,local,Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,1,1,75
low,Negative,local,Non Politics,www.wsoctv.com,Republican,2,16,18,Republican,0,1,1,75
low,Negative,non_local,Mixed,www.wsoctv.com,Republican,2,16,18,Republican,0,2,2,75
high,Positive,all,Politics,www.wsls.com,Republican,2,9,11,Democrat,1,0,1,100
high,Positive,all,Mixed,www.wsls.com,Republican,2,9,11,Republican,1,4,5,100
high,Positive,all,Non Politics,www.wsls.com,Republican,2,9,11,Republican,0,3,3,100
high,Positive,local,Mixed,www.wsls.com,Republican,2,9,11,Republican,1,2,3,100
high,Positive,local,Non Politics,www.wsls.com,Republican,2,9,11,Republican,0,2,2,100
high,Positive,non_local,Politics,www.wsls.com,Republican,2,9,11,Democrat,1,0,1,100
high,Positive,non_local,Mixed,www.wsls.com,Republican,2,9,11,Republican,0,2,2,100
high,Positive,non_local,Non Politics,www.wsls.com,Republican,2,9,11,Republican,0,1,1,100
high,Negative,all,Mixed,www.wsls.com,Republican,2,9,11,Republican,0,2,2,100
high,Negative,local,Mixed,www.wsls.com,Republican,2,9,11,Republican,0,2,2,100
high,Positive,all,Politics,www.wsfa.com,Democrat,40,10,50,Both,4,3,7,95
high,Positive,all,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,23,6,29,95
high,Positive,all,Non Politics,www.wsfa.com,Democrat,40,10,50,Democrat,2,1,3,95
high,Positive,local,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,16,4,20,95
high,Positive,local,Politics,www.wsfa.com,Democrat,40,10,50,Republican,1,2,3,95
high,Positive,local,Non Politics,www.wsfa.com,Democrat,40,10,50,Democrat,2,0,2,95
high,Positive,non_local,Politics,www.wsfa.com,Democrat,40,10,50,Democrat,3,1,4,95
high,Positive,non_local,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,7,2,9,95
high,Positive,non_local,Non Politics,www.wsfa.com,Democrat,40,10,50,Republican,0,1,1,95
high,Negative,all,Politics,www.wsfa.com,Democrat,40,10,50,Democrat,1,0,1,95
high,Negative,all,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,9,0,9,95
high,Negative,all,Non Politics,www.wsfa.com,Democrat,40,10,50,Democrat,1,0,1,95
high,Negative,local,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,6,0,6,95
high,Negative,local,Non Politics,www.wsfa.com,Democrat,40,10,50,Democrat,1,0,1,95
high,Negative,non_local,Politics,www.wsfa.com,Democrat,40,10,50,Democrat,1,0,1,95
high,Negative,non_local,Mixed,www.wsfa.com,Democrat,40,10,50,Democrat,3,0,3,95
high,Positive,all,Politics,www.wsbtv.com,Democrat,18,11,29,Democrat,2,0,2,82.5
high,Positive,all,Mixed,www.wsbtv.com,Democrat,18,11,29,Democrat,7,2,9,82.5
high,Positive,all,Non Politics,www.wsbtv.com,Democrat,18,11,29,Both,1,1,2,82.5
high,Positive,local,Mixed,www.wsbtv.com,Democrat,18,11,29,Both,2,2,4,82.5
high,Positive,non_local,Politics,www.wsbtv.com,Democrat,18,11,29,Democrat,2,0,2,82.5
high,Positive,non_local,Mixed,www.wsbtv.com,Democrat,18,11,29,Democrat,5,0,5,82.5
high,Positive,non_local,Non Politics,www.wsbtv.com,Democrat,18,11,29,Both,1,1,2,82.5
high,Negative,all,Politics,www.wsbtv.com,Democrat,18,11,29,Democrat,2,0,2,82.5
high,Negative,all,Mixed,www.wsbtv.com,Democrat,18,11,29,Both,5,6,11,82.5
high,Negative,all,Non Politics,www.wsbtv.com,Democrat,18,11,29,Republican,1,2,3,82.5
high,Negative,local,Mixed,www.wsbtv.com,Democrat,18,11,29,Democrat,4,1,5,82.5
high,Negative,local,Non Politics,www.wsbtv.com,Democrat,18,11,29,Republican,0,1,1,82.5
high,Negative,non_local,Politics,www.wsbtv.com,Democrat,18,11,29,Democrat,2,0,2,82.5
high,Negative,non_local,Mixed,www.wsbtv.com,Democrat,18,11,29,Republican,1,5,6,82.5
high,Negative,non_local,Non Politics,www.wsbtv.com,Democrat,18,11,29,Both,1,1,2,82.5
high,Positive,all,Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Positive,all,Mixed,www.wsaz.com,Republican,4,17,21,Republican,3,11,14,100
high,Positive,all,Non Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Positive,local,Mixed,www.wsaz.com,Republican,4,17,21,Republican,3,7,10,100
high,Positive,local,Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Positive,non_local,Mixed,www.wsaz.com,Republican,4,17,21,Republican,0,4,4,100
high,Positive,non_local,Non Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Negative,all,Mixed,www.wsaz.com,Republican,4,17,21,Republican,1,3,4,100
high,Negative,all,Non Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Negative,local,Mixed,www.wsaz.com,Republican,4,17,21,Republican,1,3,4,100
high,Negative,local,Non Politics,www.wsaz.com,Republican,4,17,21,Republican,0,1,1,100
high,Positive,all,Politics,www.wsaw.com,Both,13,19,32,Republican,1,5,6,100
high,Positive,all,Mixed,www.wsaw.com,Both,13,19,32,Both,5,6,11,100
high,Positive,all,Non Politics,www.wsaw.com,Both,13,19,32,Both,2,2,4,100
high,Positive,local,Mixed,www.wsaw.com,Both,13,19,32,Democrat,4,2,6,100
high,Positive,local,Politics,www.wsaw.com,Both,13,19,32,Republican,0,2,2,100
high,Positive,local,Non Politics,www.wsaw.com,Both,13,19,32,Democrat,2,0,2,100
high,Positive,non_local,Politics,www.wsaw.com,Both,13,19,32,Republican,1,3,4,100
high,Positive,non_local,Mixed,www.wsaw.com,Both,13,19,32,Republican,1,4,5,100
high,Positive,non_local,Non Politics,www.wsaw.com,Both,13,19,32,Republican,0,2,2,100
high,Negative,all,Politics,www.wsaw.com,Both,13,19,32,Republican,1,3,4,100
high,Negative,all,Mixed,www.wsaw.com,Both,13,19,32,Democrat,4,2,6,100
high,Negative,all,Non Politics,www.wsaw.com,Both,13,19,32,Republican,0,1,1,100
high,Negative,local,Mixed,www.wsaw.com,Both,13,19,32,Democrat,3,0,3,100
high,Negative,local,Non Politics,www.wsaw.com,Both,13,19,32,Republican,0,1,1,100
high,Negative,local,Politics,www.wsaw.com,Both,13,19,32,Both,1,1,2,100
high,Negative,non_local,Politics,www.wsaw.com,Both,13,19,32,Republican,0,2,2,100
high,Negative,non_local,Mixed,www.wsaw.com,Both,13,19,32,Republican,1,2,3,100
high,Positive,all,Politics,www.wrtv.com,Republican,4,13,17,Republican,1,2,3,100
high,Positive,all,Mixed,www.wrtv.com,Republican,4,13,17,Republican,1,5,6,100
high,Positive,all,Non Politics,www.wrtv.com,Republican,4,13,17,Republican,0,4,4,100
high,Positive,local,Mixed,www.wrtv.com,Republican,4,13,17,Republican,1,4,5,100
high,Positive,local,Politics,www.wrtv.com,Republican,4,13,17,Republican,1,2,3,100
high,Positive,local,Non Politics,www.wrtv.com,Republican,4,13,17,Republican,0,4,4,100
high,Positive,non_local,Mixed,www.wrtv.com,Republican,4,13,17,Republican,0,1,1,100
high,Negative,all,Politics,www.wrtv.com,Republican,4,13,17,Republican,0,1,1,100
high,Negative,all,Mixed,www.wrtv.com,Republican,4,13,17,Democrat,2,1,3,100
high,Negative,local,Mixed,www.wrtv.com,Republican,4,13,17,Democrat,2,0,2,100
high,Negative,local,Politics,www.wrtv.com,Republican,4,13,17,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.wrtv.com,Republican,4,13,17,Republican,0,1,1,100
high,Positive,all,Politics,www.wrdw.com,Republican,2,15,17,Republican,0,1,1,95
high,Positive,all,Mixed,www.wrdw.com,Republican,2,15,17,Republican,2,13,15,95
high,Positive,all,Non Politics,www.wrdw.com,Republican,2,15,17,Republican,0,1,1,95
high,Positive,local,Mixed,www.wrdw.com,Republican,2,15,17,Republican,1,9,10,95
high,Positive,local,Politics,www.wrdw.com,Republican,2,15,17,Republican,0,1,1,95
high,Positive,local,Non Politics,www.wrdw.com,Republican,2,15,17,Republican,0,1,1,95
high,Positive,non_local,Mixed,www.wrdw.com,Republican,2,15,17,Republican,1,4,5,95
high,Positive,all,Politics,www.wral.com,Democrat,79,52,131,Both,12,11,23,100
high,Positive,all,Mixed,www.wral.com,Democrat,79,52,131,Democrat,35,17,52,100
high,Positive,all,Non Politics,www.wral.com,Democrat,79,52,131,Democrat,21,5,26,100
high,Positive,local,Mixed,www.wral.com,Democrat,79,52,131,Democrat,21,8,29,100
high,Positive,local,Politics,www.wral.com,Democrat,79,52,131,Democrat,7,4,11,100
high,Positive,local,Non Politics,www.wral.com,Democrat,79,52,131,Democrat,9,4,13,100
high,Positive,non_local,Politics,www.wral.com,Democrat,79,52,131,Both,5,7,12,100
high,Positive,non_local,Mixed,www.wral.com,Democrat,79,52,131,Democrat,14,9,23,100
high,Positive,non_local,Non Politics,www.wral.com,Democrat,79,52,131,Democrat,12,1,13,100
high,Negative,all,Politics,www.wral.com,Democrat,79,52,131,Republican,3,9,12,100
high,Negative,all,Mixed,www.wral.com,Democrat,79,52,131,Both,7,9,16,100
high,Negative,all,Non Politics,www.wral.com,Democrat,79,52,131,Both,1,1,2,100
high,Negative,local,Mixed,www.wral.com,Democrat,79,52,131,Both,2,2,4,100
high,Negative,local,Non Politics,www.wral.com,Democrat,79,52,131,Democrat,1,0,1,100
high,Negative,local,Politics,www.wral.com,Democrat,79,52,131,Republican,0,3,3,100
high,Negative,non_local,Politics,www.wral.com,Democrat,79,52,131,Republican,3,6,9,100
high,Negative,non_local,Mixed,www.wral.com,Democrat,79,52,131,Both,5,7,12,100
high,Negative,non_local,Non Politics,www.wral.com,Democrat,79,52,131,Republican,0,1,1,100
low,Positive,all,Politics,www.wpxi.com,Both,5,7,12,Democrat,1,0,1,70
low,Positive,all,Non Politics,www.wpxi.com,Both,5,7,12,Both,1,1,2,70
low,Positive,all,Mixed,www.wpxi.com,Both,5,7,12,Republican,0,5,5,70
low,Positive,local,Non Politics,www.wpxi.com,Both,5,7,12,Republican,0,1,1,70
low,Positive,local,Mixed,www.wpxi.com,Both,5,7,12,Republican,0,3,3,70
low,Positive,non_local,Politics,www.wpxi.com,Both,5,7,12,Democrat,1,0,1,70
low,Positive,non_local,Mixed,www.wpxi.com,Both,5,7,12,Republican,0,2,2,70
low,Positive,non_local,Non Politics,www.wpxi.com,Both,5,7,12,Democrat,1,0,1,70
low,Negative,all,Mixed,www.wpxi.com,Both,5,7,12,Democrat,2,1,3,70
low,Negative,all,Politics,www.wpxi.com,Both,5,7,12,Democrat,1,0,1,70
low,Negative,local,Mixed,www.wpxi.com,Both,5,7,12,Republican,0,1,1,70
low,Negative,non_local,Mixed,www.wpxi.com,Both,5,7,12,Democrat,2,0,2,70
low,Negative,non_local,Politics,www.wpxi.com,Both,5,7,12,Democrat,1,0,1,70
high,Positive,all,Politics,www.wptv.com,Republican,15,37,52,Democrat,2,1,3,100
high,Positive,all,Mixed,www.wptv.com,Republican,15,37,52,Republican,7,21,28,100
high,Positive,all,Non Politics,www.wptv.com,Republican,15,37,52,Republican,1,8,9,100
high,Positive,local,Mixed,www.wptv.com,Republican,15,37,52,Republican,6,12,18,100
high,Positive,local,Politics,www.wptv.com,Republican,15,37,52,Democrat,2,1,3,100
high,Positive,local,Non Politics,www.wptv.com,Republican,15,37,52,Republican,1,3,4,100
high,Positive,non_local,Mixed,www.wptv.com,Republican,15,37,52,Republican,1,9,10,100
high,Positive,non_local,Non Politics,www.wptv.com,Republican,15,37,52,Republican,0,5,5,100
high,Negative,all,Politics,www.wptv.com,Republican,15,37,52,Republican,1,2,3,100
high,Negative,all,Mixed,www.wptv.com,Republican,15,37,52,Both,3,3,6,100
high,Negative,all,Non Politics,www.wptv.com,Republican,15,37,52,Republican,1,2,3,100
high,Negative,local,Mixed,www.wptv.com,Republican,15,37,52,Both,3,2,5,100
high,Negative,local,Non Politics,www.wptv.com,Republican,15,37,52,Democrat,1,0,1,100
high,Negative,local,Politics,www.wptv.com,Republican,15,37,52,Both,1,1,2,100
high,Negative,non_local,Politics,www.wptv.com,Republican,15,37,52,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.wptv.com,Republican,15,37,52,Republican,0,1,1,100
high,Negative,non_local,Non Politics,www.wptv.com,Republican,15,37,52,Republican,0,2,2,100
high,Positive,all,Non Politics,www.wpta21.com,Republican,0,1,1,Republican,0,1,1,95
high,Positive,local,Non Politics,www.wpta21.com,Republican,0,1,1,Republican,0,1,1,95
high,Positive,all,Politics,www.wowt.com,Republican,0,11,11,Republican,0,4,4,95
high,Positive,all,Mixed,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Positive,all,Non Politics,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Positive,local,Mixed,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Positive,local,Politics,www.wowt.com,Republican,0,11,11,Republican,0,3,3,95
high,Positive,local,Non Politics,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Positive,non_local,Politics,www.wowt.com,Republican,0,11,11,Republican,0,1,1,95
high,Negative,all,Politics,www.wowt.com,Republican,0,11,11,Republican,0,1,1,95
high,Negative,all,Mixed,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Negative,local,Mixed,www.wowt.com,Republican,0,11,11,Republican,0,2,2,95
high,Negative,local,Politics,www.wowt.com,Republican,0,11,11,Republican,0,1,1,95
high,Positive,all,Mixed,www.workingmother.com,Democrat,1,0,1,Democrat,1,0,1,82.5
high,Positive,non_local,Mixed,www.workingmother.com,Democrat,1,0,1,Democrat,1,0,1,82.5
low,Positive,all,Mixed,www.womenshealth.gov,Democrat,4,0,4,Democrat,3,0,3,77.5
low,Positive,local,Mixed,www.womenshealth.gov,Democrat,4,0,4,Democrat,1,0,1,77.5
low,Positive,non_local,Mixed,www.womenshealth.gov,Democrat,4,0,4,Democrat,2,0,2,77.5
low,Negative,all,Non Politics,www.womenshealth.gov,Democrat,4,0,4,Democrat,1,0,1,77.5
low,Negative,non_local,Non Politics,www.womenshealth.gov,Democrat,4,0,4,Democrat,1,0,1,77.5
high,Positive,all,Politics,www.wnky.com,Republican,0,9,9,Republican,0,2,2,100
high,Positive,all,Mixed,www.wnky.com,Republican,0,9,9,Republican,0,7,7,100
high,Positive,local,Mixed,www.wnky.com,Republican,0,9,9,Republican,0,7,7,100
high,Positive,local,Politics,www.wnky.com,Republican,0,9,9,Republican,0,2,2,100
high,Positive,all,Politics,www.wnewsj.com,Republican,2,21,23,Both,1,1,2,80
high,Positive,all,Mixed,www.wnewsj.com,Republican,2,21,23,Republican,0,16,16,80
high,Positive,all,Non Politics,www.wnewsj.com,Republican,2,21,23,Republican,0,3,3,80
high,Positive,local,Mixed,www.wnewsj.com,Republican,2,21,23,Republican,0,6,6,80
high,Positive,local,Non Politics,www.wnewsj.com,Republican,2,21,23,Republican,0,2,2,80
high,Positive,non_local,Politics,www.wnewsj.com,Republican,2,21,23,Both,1,1,2,80
high,Positive,non_local,Mixed,www.wnewsj.com,Republican,2,21,23,Republican,0,10,10,80
high,Positive,non_local,Non Politics,www.wnewsj.com,Republican,2,21,23,Republican,0,1,1,80
high,Negative,all,Mixed,www.wnewsj.com,Republican,2,21,23,Both,1,1,2,80
high,Negative,non_local,Mixed,www.wnewsj.com,Republican,2,21,23,Both,1,1,2,80
high,Positive,all,Politics,www.wndu.com,Republican,3,47,50,Republican,0,3,3,90
high,Positive,all,Mixed,www.wndu.com,Republican,3,47,50,Republican,1,22,23,90
high,Positive,all,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,11,11,90
high,Positive,local,Mixed,www.wndu.com,Republican,3,47,50,Republican,1,13,14,90
high,Positive,local,Politics,www.wndu.com,Republican,3,47,50,Republican,0,1,1,90
high,Positive,local,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,6,6,90
high,Positive,non_local,Politics,www.wndu.com,Republican,3,47,50,Republican,0,2,2,90
high,Positive,non_local,Mixed,www.wndu.com,Republican,3,47,50,Republican,0,9,9,90
high,Positive,non_local,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,5,5,90
high,Negative,all,Politics,www.wndu.com,Republican,3,47,50,Republican,0,5,5,90
high,Negative,all,Mixed,www.wndu.com,Republican,3,47,50,Both,2,3,5,90
high,Negative,all,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,3,3,90
high,Negative,local,Mixed,www.wndu.com,Republican,3,47,50,Democrat,2,1,3,90
high,Negative,local,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,2,2,90
high,Negative,local,Politics,www.wndu.com,Republican,3,47,50,Republican,0,1,1,90
high,Negative,non_local,Politics,www.wndu.com,Republican,3,47,50,Republican,0,4,4,90
high,Negative,non_local,Mixed,www.wndu.com,Republican,3,47,50,Republican,0,2,2,90
high,Negative,non_local,Non Politics,www.wndu.com,Republican,3,47,50,Republican,0,1,1,90
low,Positive,all,Politics,www.wnd.com,Republican,0,22,22,Republican,0,7,7,17.5
low,Positive,all,Mixed,www.wnd.com,Republican,0,22,22,Republican,0,6,6,17.5
low,Positive,local,Politics,www.wnd.com,Republican,0,22,22,Republican,0,1,1,17.5
low,Positive,local,Mixed,www.wnd.com,Republican,0,22,22,Republican,0,2,2,17.5
low,Positive,non_local,Politics,www.wnd.com,Republican,0,22,22,Republican,0,6,6,17.5
low,Positive,non_local,Mixed,www.wnd.com,Republican,0,22,22,Republican,0,4,4,17.5
low,Negative,all,Politics,www.wnd.com,Republican,0,22,22,Republican,0,8,8,17.5
low,Negative,all,Non Politics,www.wnd.com,Republican,0,22,22,Republican,0,1,1,17.5
low,Negative,non_local,Politics,www.wnd.com,Republican,0,22,22,Republican,0,8,8,17.5
low,Negative,non_local,Non Politics,www.wnd.com,Republican,0,22,22,Republican,0,1,1,17.5
high,Positive,all,Politics,www.wmdt.com,Democrat,11,4,15,Both,2,2,4,87.5
high,Positive,all,Mixed,www.wmdt.com,Democrat,11,4,15,Democrat,8,2,10,87.5
high,Positive,all,Non Politics,www.wmdt.com,Democrat,11,4,15,Democrat,1,0,1,87.5
high,Positive,local,Mixed,www.wmdt.com,Democrat,11,4,15,Democrat,8,2,10,87.5
high,Positive,local,Politics,www.wmdt.com,Democrat,11,4,15,Democrat,2,1,3,87.5
high,Positive,local,Non Politics,www.wmdt.com,Democrat,11,4,15,Democrat,1,0,1,87.5
high,Positive,non_local,Politics,www.wmdt.com,Democrat,11,4,15,Republican,0,1,1,87.5
high,Positive,all,Politics,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Positive,all,Non Politics,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Positive,non_local,Politics,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Positive,non_local,Non Politics,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Negative,all,Mixed,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,2,2,100
high,Negative,local,Mixed,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Negative,non_local,Mixed,www.wmcactionnews5.com,Republican,0,4,4,Republican,0,1,1,100
high,Positive,all,Mixed,www.wmbfnews.com,Republican,0,32,32,Republican,0,29,29,95
high,Positive,all,Non Politics,www.wmbfnews.com,Republican,0,32,32,Republican,0,1,1,95
high,Positive,local,Mixed,www.wmbfnews.com,Republican,0,32,32,Republican,0,29,29,95
high,Positive,local,Non Politics,www.wmbfnews.com,Republican,0,32,32,Republican,0,1,1,95
high,Negative,all,Mixed,www.wmbfnews.com,Republican,0,32,32,Republican,0,2,2,95
high,Negative,local,Mixed,www.wmbfnews.com,Republican,0,32,32,Republican,0,2,2,95
high,Positive,all,Mixed,www.wmar2news.com,Democrat,7,0,7,Democrat,6,0,6,100
high,Positive,local,Mixed,www.wmar2news.com,Democrat,7,0,7,Democrat,3,0,3,100
high,Positive,non_local,Mixed,www.wmar2news.com,Democrat,7,0,7,Democrat,3,0,3,100
high,Negative,all,Politics,www.wmar2news.com,Democrat,7,0,7,Democrat,1,0,1,100
